Unix Timestamp,Transaction_ID,Television,Dryer,Oven,Refrigerator,Microwave,Line Voltage,Voltage,Apparent Power,Energy Consumption (kWh),Offloading Decision,Bandwidth
1578265698,171,0,1,0,0,1,221,217,1597,87.04814546,0,3245
1578268221,172,1,0,0,0,0,227,227,1812,51.15039504,1,38701
1578270744,173,1,1,0,1,0,234,228,1531,10.84074024,1,25393
1578273266,174,0,1,0,1,0,229,227,1573,56.58826719,1,11805
1578275789,175,1,1,0,1,1,228,219,1746,51.0655598,1,18173
1578278312,176,0,1,0,1,0,239,231,1962,12.90060207,1,37076
1578280835,177,1,1,0,1,0,224,220,1891,96.50252406,0,21937
1578283358,178,0,1,0,0,0,227,225,1786,68.62468003,0,37876
1578285881,179,0,0,0,1,1,223,216,1734,70.05005832,1,6916
1578288404,180,0,0,1,1,0,238,229,1551,35.44969865,0,14735
1578290927,181,0,1,0,0,0,227,219,1899,93.67452171,1,7713
1578293450,182,0,1,0,0,1,235,232,1571,73.10154537,0,29568
1578295973,183,0,0,1,1,0,227,219,1754,74.97085281,1,16299
1578298496,184,0,0,0,0,1,221,214,1888,19.74411929,1,46144
1578301019,185,1,1,0,1,0,221,215,1634,59.49577363,0,10934
1578303542,186,1,1,0,1,1,224,219,1752,24.48648989,1,37755
1578306065,187,0,1,0,1,0,228,221,1743,53.24336207,1,9867
1578308587,188,0,0,0,1,1,229,221,1655,41.8650611,0,16913
1578311110,189,1,0,0,1,1,238,229,1765,82.35512956,0,39205
1578313633,190,0,1,0,1,0,222,220,1670,33.46373499,0,8994
1578316156,191,0,1,0,1,1,235,231,1517,26.05680082,0,26085
1578318679,192,1,1,1,1,1,236,234,1731,77.62363901,1,33495
1578321202,193,0,0,0,0,0,230,230,1748,73.91460782,1,30319
1578323725,194,1,0,1,0,0,220,219,1571,36.3548126,1,13866
1578326248,195,0,1,1,1,1,231,223,1789,95.56517416,0,15456
1578328771,196,0,1,0,0,1,222,217,1966,31.31619215,1,37680
1578331294,197,0,0,1,0,0,223,219,1823,91.16261144,0,27367
1578333817,198,0,1,1,0,0,223,223,1701,21.04131932,0,47024
1578336340,199,0,0,0,1,0,232,227,1620,37.78532974,1,44311
1578338863,200,0,1,0,1,1,232,229,1672,67.17739467,0,24484
1578341386,201,0,1,0,1,1,228,227,1618,88.44408939,0,41955
1578343909,202,1,0,0,1,0,223,214,1920,16.41077246,1,16177
1578346431,203,0,0,0,0,1,230,224,1549,84.13730319,1,22936
1578348954,204,1,1,1,1,0,223,221,1742,78.23164638,1,35611
1578351477,205,1,1,0,1,1,226,218,1659,43.19893231,0,27528
1578354000,206,1,1,1,1,1,239,235,1504,55.26766604,1,32631
1578356523,207,0,1,0,0,0,236,236,1620,86.5620137,0,14751
1578359046,208,1,1,1,0,0,236,230,1513,78.53631836,1,28468
1578361569,209,1,0,1,1,1,235,230,1532,88.78392647,1,40548
1578364092,210,1,0,1,0,0,230,222,1865,38.07388879,1,39226
1578366615,211,1,0,0,0,1,236,236,1630,84.11168037,0,42718
1578369138,212,1,0,0,0,0,235,231,1520,69.20218857,0,18249
1578371661,213,0,0,1,0,1,226,221,1711,67.4408356,0,35865
1578374184,214,0,0,1,0,0,238,237,1972,21.68054781,1,25142
1578376707,215,0,1,0,0,0,230,230,1980,17.96098964,0,14188
1578379230,216,0,0,0,0,1,224,216,1636,85.99934176,1,30389
1578381752,217,0,0,1,1,1,227,223,1669,32.6740145,1,31580
1578384275,218,1,1,0,1,0,225,217,1856,12.346536,1,376
1578386798,219,1,1,1,1,0,239,237,1549,98.20678641,1,24250
1578389321,220,0,0,0,1,0,236,231,1583,43.83541273,1,44629
1578391844,221,0,1,0,1,0,226,219,1751,12.90462781,1,41748
1578394367,222,0,1,1,0,0,224,220,1835,22.26115253,1,15543
1578396890,223,0,0,1,0,1,227,222,1973,68.45544988,0,21603
1578399413,224,1,0,1,0,0,226,221,1583,68.69650826,1,8509
1578401936,225,1,1,0,1,0,220,216,1877,52.10345707,1,2679
1578404459,226,1,1,1,1,1,231,227,1980,89.37064792,1,15121
1578406982,227,0,1,1,0,0,225,220,1876,83.1994741,0,19157
1578409505,228,1,1,1,1,1,223,218,1557,68.62674492,1,6199
1578412028,229,0,0,1,0,1,234,231,1944,30.94565945,0,9457
1578414551,230,1,0,0,1,1,221,214,1652,70.23950783,1,27249
1578417074,231,1,0,1,0,1,220,213,1761,60.32953851,0,24923
1578419596,232,1,1,1,0,1,236,227,1966,25.43926013,1,21887
1578422119,233,0,1,0,0,1,239,236,1763,95.00359938,1,16331
1578424642,234,1,0,0,1,0,227,222,1819,42.48363619,0,22454
1578427165,235,1,1,0,0,1,229,226,1745,20.48410792,1,4019
1578429688,236,0,0,0,1,1,230,228,1849,10.89554707,1,39184
1578432211,237,1,1,0,0,0,230,227,1517,80.27253633,0,3131
1578434734,238,1,1,1,0,0,238,238,1772,34.97642158,1,28552
1578437257,239,1,1,0,0,0,230,225,1850,35.98374949,0,45903
1578439780,240,1,0,1,0,1,238,238,1590,88.0496149,1,23207
1578442303,241,0,0,0,0,1,225,225,1934,21.49738126,0,4693
1578444826,242,1,0,1,0,0,233,232,1575,36.74101894,0,46037
1578447349,243,0,1,1,1,1,228,221,1915,42.10181956,0,29265
1578449872,244,1,0,1,0,0,232,226,1525,99.70038229,0,26990
1578452395,245,0,0,0,0,0,233,232,1802,95.74333015,1,42065
1578454917,246,1,1,0,0,0,239,232,1912,27.91236651,0,7118
1578457440,247,1,1,0,1,1,224,219,1706,70.32639582,1,38242
1578459963,248,0,1,0,0,0,230,227,1719,60.43171212,1,19870
1578462486,249,1,0,1,0,0,221,220,1509,93.29347647,1,25164
1578465009,250,1,1,0,1,0,232,231,1675,50.95428273,0,1049
1578467532,251,1,0,1,0,1,220,214,1583,41.97704044,1,32888
1578470055,252,0,0,1,0,1,228,222,1995,66.4085807,0,3896
1578472578,253,0,1,1,1,0,226,223,1644,41.02821044,0,36664
1578475101,254,0,1,0,1,1,228,219,1785,99.5686013,0,14385
1578477624,255,1,1,1,1,0,223,219,1760,15.38777874,1,7323
1578480147,256,1,0,1,0,1,239,239,1823,60.3267794,0,38158
1578482670,257,0,0,1,1,1,221,213,1793,89.26280956,1,32201
1578485193,258,1,0,0,0,1,227,223,1996,12.11435298,1,4817
1578487716,259,1,1,0,0,0,226,217,1522,79.12325486,1,29825
1578490238,260,1,0,0,0,1,233,230,1574,49.97896809,1,24127
1578492761,261,0,1,1,0,1,235,231,1578,77.40678509,0,42224
1578495284,262,1,0,1,0,1,238,237,1684,14.83265086,1,40072
1578497807,263,0,1,1,0,0,239,234,1807,40.1678517,1,3138
1578500330,264,0,0,1,1,1,237,228,1992,60.99121418,0,13584
1578502853,265,1,1,1,0,0,239,238,1758,93.97214062,1,2285
1578505376,266,1,1,1,1,0,220,211,1500,12.38856924,1,6008
1578507899,267,0,1,0,0,1,236,234,1770,37.93138477,0,18984
1578510422,268,1,0,1,1,0,229,226,1642,24.86909662,1,16340
1578512945,269,1,0,1,0,1,220,217,1739,23.06310568,1,21205
1578515468,270,0,0,0,1,1,238,232,1795,76.7387521,1,4300
1578517991,271,0,0,0,0,1,232,231,1915,57.09580817,0,29225
1578520514,272,1,0,0,0,0,232,223,1714,29.02985598,1,3384
1578523037,273,0,1,0,1,0,229,229,1876,85.78040559,1,36100
1578525560,274,1,1,1,1,0,230,225,1608,42.18617884,0,22177
1578528082,275,0,1,1,1,0,236,228,1704,73.75924383,1,36697
1578530605,276,0,0,0,1,1,226,226,1599,97.4933903,0,19119
1578533128,277,0,0,0,1,1,238,237,1863,89.496287,1,29467
1578535651,278,0,0,1,1,0,235,233,1849,66.75117811,1,38228
1578538174,279,1,0,1,0,1,237,235,1918,24.95653995,1,17109
1578540697,280,1,0,0,0,0,230,229,1665,55.4627505,1,23277
1578543220,281,0,0,0,1,1,224,222,1645,16.32106081,0,46835
1578545743,282,0,1,0,0,1,225,217,1992,20.5304835,1,44893
1578548266,283,0,0,0,0,0,224,223,1822,58.64521137,1,12015
1578550789,284,1,1,0,1,1,234,231,1984,57.39173197,1,7924
1578553312,285,0,1,0,1,1,226,220,1706,59.01650561,0,41207
1578555835,286,0,1,0,1,1,224,220,1510,80.4463052,1,35230
1578558358,287,1,0,1,0,1,237,234,1570,73.63354299,1,16638
1578560881,288,1,0,0,1,0,237,237,1619,77.97964268,0,48669
1578563403,289,1,1,1,1,1,235,227,1875,55.07822392,0,40214
1578565926,290,0,0,0,0,1,234,233,1758,35.63776325,1,40262
1578568449,291,0,0,0,1,0,239,238,1627,40.3895558,0,7711
1578570972,292,0,0,0,1,1,222,217,1634,60.35504936,1,41511
1578573495,293,1,0,1,0,1,238,236,1524,36.78347533,0,10198
1578576018,294,0,1,1,0,0,235,230,1892,92.19526954,0,12109
1578578541,295,1,1,0,0,0,222,216,1945,60.41759856,0,34622
1578581064,296,1,0,1,0,1,238,237,1594,20.5826893,0,16976
1578583587,297,0,1,0,1,1,237,228,1814,66.31713589,0,43304
1578586110,298,0,1,0,0,0,238,233,1798,35.28044391,1,34029
1578588633,299,0,1,0,1,0,229,222,1531,42.49275008,0,783
1578591156,300,1,0,0,1,1,226,224,1600,42.90727097,0,29467
1578593679,301,1,1,0,0,0,233,230,1975,22.00997821,0,20643
1578596202,302,1,1,1,1,1,225,221,1999,72.94984065,1,41361
1578598724,303,0,1,0,0,1,226,222,1879,76.89169817,1,38509
1578601247,304,0,0,1,1,1,226,218,1827,70.14862658,0,46149
1578603770,305,1,1,1,1,0,236,230,1903,31.53564158,1,18832
1578606293,306,1,1,1,1,1,220,212,1784,21.54481351,0,9544
1578608816,307,0,1,0,1,0,222,214,1889,41.49703468,0,39823
1578611339,308,0,1,1,0,0,232,224,1998,74.90652092,1,1395
1578613862,309,1,1,1,1,1,222,222,1756,61.26099599,0,27727
1578616385,310,0,1,0,0,0,223,218,1968,73.9902752,0,43161
1578618908,311,1,0,0,1,1,233,230,1700,75.89274447,0,1081
1578621431,312,1,1,0,1,0,229,228,1594,14.49173512,0,42915
1578623954,313,1,1,1,1,1,238,232,1919,27.10107834,0,13512
1578626477,314,0,1,1,0,0,226,225,1789,73.39986528,0,9294
1578629000,315,1,0,1,1,0,223,215,1660,84.47448834,1,44335
1578631523,316,0,0,0,1,1,222,213,1867,15.98834852,1,40505
1578634046,317,1,1,1,0,1,221,212,1871,85.22777878,1,26376
1578636568,318,0,0,0,0,0,228,224,1895,26.96355421,0,29370
1578639091,319,1,1,0,1,1,237,232,1578,39.71348613,0,1600
1578641614,320,1,1,1,0,0,224,217,1517,66.72146387,1,20420
1578644137,321,1,0,1,1,0,226,225,1508,75.13111511,1,2002
1578646660,322,0,0,0,1,1,225,223,1565,41.92296504,1,46526
1578649183,323,1,0,0,0,1,225,216,1946,25.86280637,0,30845
1578651706,324,1,0,1,0,1,224,218,1829,16.43739493,0,7676
1578654229,325,0,0,0,1,1,230,224,1578,65.86675418,0,5425
1578656752,326,0,1,0,1,1,226,219,1790,72.31352905,0,12137
1578659275,327,0,0,0,0,1,230,227,1654,19.1913124,1,30744
1578661798,328,1,0,0,0,0,225,219,1889,36.71078498,1,1259
1578664321,329,1,1,0,1,0,229,229,1622,60.49568803,0,151
1578666844,330,1,0,1,1,0,228,225,1885,84.8744112,0,33963
1578669367,331,0,0,0,1,0,229,222,1527,36.75838636,0,3140
1578671889,332,1,0,1,0,1,222,213,1739,60.31170951,0,37634
1578674412,333,1,1,0,1,0,239,233,1505,36.62266273,0,43992
1578676935,334,0,0,0,0,1,239,237,1544,95.35788129,0,1127
1578679458,335,1,1,1,0,0,232,229,1929,94.30207141,0,7505
1578681981,336,1,1,0,1,0,232,228,1641,58.77788409,0,36232
1578684504,337,1,0,1,0,1,232,229,1756,20.56691473,0,11692
1578687027,338,1,1,1,0,1,224,220,1620,22.31393601,0,19049
1578689550,339,1,0,1,0,1,233,225,1971,30.7886755,1,21804
1578692073,340,0,1,0,0,0,226,226,1764,39.94846945,0,31069
1578694596,341,1,0,0,1,0,231,229,1711,88.56867968,0,23063
1578697119,342,0,0,1,1,0,234,230,1666,42.12007438,0,46660
1578699642,343,0,0,0,0,0,226,218,1778,26.41226008,0,26371
1578702165,344,0,0,1,1,1,226,222,1654,47.32876775,0,5432
1578704688,345,0,0,1,1,1,226,217,1997,48.32217808,1,19736
1578707211,346,1,1,0,0,1,238,238,1729,16.37427482,0,4201
1578709733,347,0,1,0,1,0,222,218,1549,28.25093846,0,6827
1578712256,348,0,0,0,0,0,235,235,1883,18.6255987,1,36499
1578714779,349,0,1,1,0,0,232,225,1738,86.42316045,0,23748
1578717302,350,0,1,1,0,1,231,229,1687,46.66417655,0,31742
1578719825,351,0,1,1,0,0,226,219,1596,12.37996441,0,31107
1578722348,352,0,1,0,1,1,222,215,1929,37.1656068,0,5522
1578724871,353,1,1,0,0,0,239,238,1727,39.98538498,1,36302
1578727394,354,1,0,1,0,0,230,225,1663,77.19315634,1,8464
1578729917,355,0,0,1,0,0,236,235,1802,33.00401305,0,45508
1578732440,356,0,0,1,1,0,239,230,1908,52.86784283,1,2818
1578734963,357,0,1,1,1,1,224,217,1887,87.4415857,0,20479
1578737486,358,1,1,0,0,0,226,221,1860,61.56617981,0,25773
1578740009,359,0,0,0,1,0,231,224,1781,11.55762897,0,19753
1578742532,360,0,0,0,1,0,237,234,1908,32.12053902,0,31054
1578745054,361,1,0,0,0,0,227,226,1671,33.31672324,1,13912
1578747577,362,0,0,0,1,0,223,214,1889,71.10791246,0,36765
1578750100,363,0,1,1,0,0,228,228,1613,66.02764328,0,37723
1578752623,364,1,1,1,0,1,222,216,1559,32.01463374,1,13
1578755146,365,0,1,1,1,0,239,235,1607,90.89929252,0,36895
1578757669,366,1,0,0,1,0,227,218,1571,17.46088342,0,47141
1578760192,367,0,1,0,0,1,234,230,1516,78.57977333,0,24327
1578762715,368,1,0,0,0,0,232,223,1854,64.11748088,1,31804
1578765238,369,0,1,1,1,0,234,233,1647,41.32969614,1,1979
1578767761,370,0,0,0,0,1,225,217,1804,49.6289581,0,35644
1578770284,371,1,1,0,0,0,226,219,1951,68.57790393,0,29796
1578772807,372,0,0,0,1,0,230,223,1991,41.90226008,1,27689
1578775330,373,1,0,0,0,0,236,234,1625,81.17471691,0,3464
1578777853,374,1,0,1,1,0,225,219,1891,17.83207138,0,41733
1578780375,375,1,1,0,0,0,231,226,1925,35.75461531,0,23926
1578782898,376,1,0,1,0,0,233,233,1936,98.83134405,0,29132
1578785421,377,1,0,1,0,0,231,222,1676,66.06751562,0,38105
1578787944,378,0,1,0,0,1,224,223,1995,24.89852602,1,7232
1578790467,379,1,1,0,1,1,232,226,1558,43.11410227,0,3773
1578792990,380,0,0,0,0,1,224,217,1923,13.3830852,1,18499
1578795513,381,0,1,1,0,0,232,226,1926,93.95843838,1,12445
1578798036,382,1,1,0,0,0,222,221,1634,42.817782,0,22746
1578800559,383,1,0,0,1,0,232,224,1848,96.64490442,0,33112
1578803082,384,1,0,0,0,0,237,236,1655,73.75989418,1,30941
1578805605,385,1,0,0,1,1,232,228,1928,99.67867459,0,30228
1578808128,386,0,0,0,0,1,236,229,1935,21.03352219,0,34270
1578810651,387,1,0,0,0,1,225,220,1613,53.54950577,1,35932
1578813174,388,1,0,0,0,0,230,228,1559,11.60044682,0,4456
1578815697,389,1,1,1,0,1,239,236,1523,92.77164854,1,18463
1578818219,390,0,1,0,0,1,228,220,1950,54.69817218,1,9439
1578820742,391,0,1,0,1,0,231,229,1713,10.42487639,1,28434
1578823265,392,0,0,0,1,0,227,223,1809,32.86155707,0,20542
1578825788,393,0,0,1,0,1,222,222,1959,58.15838245,0,14550
1578828311,394,1,0,1,1,0,231,224,1558,17.84200266,0,13900
1578830834,395,0,0,1,1,0,238,237,1676,19.65604991,1,17872
